Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct
745900,Soccer - Non Regulation,01/24/2024 08:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Sport - Youth,Bronx,Soundview Park: Soccer-01,,N/A,"09,","43,"
739908,Shape Up NYC: Interval Walking Sessions,01/24/2024 09:00:00 AM,01/24/2024 10:00:00 AM,Parks Department,Special Event,Queens,Torsney Playground: Handball-01,,N/A,"02,","108,"
702873,Street Health Outreach  Wellness Program,01/24/2024 10:00:00 AM,01/24/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Bronx,EAST  147 STREET between WILLIS AVENUE and BERGEN AVENUE,East,Curb Lane Only,"1,","40,"
748554,MAYORS LAWN CLOSURE,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Carl Schurz Park: Oval (Mayor's) Lawn,,N/A,"8,","19,"
679803,Lawn closed for season,01/24/2024 12:00:00 AM,01/24/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Great Hill Oval,,N/A,"64,","22,"
739687,Lawn Closure East Meadow,01/24/2024 12:01:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,"Central Park: East Meadow ,Central Park: East Meadow North Lawn ,Central Park: East Meadow Picnic Zone ,Central Park: Lawn Outside Bendheim Playground",,N/A,"64,","22,"
693864,Community Time,01/24/2024 08:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Maria Hernandez Park-Softball-01,,N/A,"04,","83,"
747998,Miscellaneous,01/24/2024 08:00:00 AM,01/24/2024 03:00:00 PM,Parks Department,Sport - Youth,Bronx,Colgate Close: Basketball-01,,N/A,"09,","43,"
740579,Lawn closures - Dana Lawn,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dana Discovery Center Lawn,,N/A,"64,","22,"
745082,Soccer - Non Regulation,01/24/2024 08:00:00 AM,01/24/2024 09:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74",,N/A,"11,","25,"
754034,5 yo birthday party,06/22/2024 09:00:00 AM,06/22/2024 12:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House North,,N/A,"55,","78,"
746595,Hockey,01/24/2024 09:00:00 AM,01/24/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Rappaport Playground: Hockey-01,,N/A,"12,","66,"
739789,Lawn closure - Pilgrim Hill,01/24/2024 12:00:00 AM,01/24/2024 01:00:00 AM,Parks Department,Special Event,Manhattan,Central Park: Pilgrim Hill,,N/A,"64,","22,"
739847,Lawn Closure - Mineral Springs,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Mineral Springs,,N/A,"64,","22,"
746105,Soccer -Regulation,01/24/2024 08:00:00 AM,01/24/2024 08:30:00 AM,Parks Department,Sport - Youth,Manhattan,"Pier 42: Soccer-01 ,James J Walker Park: Soccer-01",,N/A,"2, 3,","6, 7,"
742003,Soccer - Non Regulation,01/24/2024 08:00:00 AM,01/24/2024 07:00:00 PM,Parks Department,Sport - Youth,Queens,Juniper Valley Park: Football-01,,N/A,"05,","104,"
741670,Miscellaneous,06/03/2024 08:00:00 AM,06/03/2024 12:00:00 PM,Parks Department,Special Event,Queens,"Alley Pond Park: Upper Alley BBQ Area Orange ,Alley Pond Park: Picnic-Football-01",,N/A,"11,","111,"
740831,Soccer - Non Regulation,01/20/2024 08:00:00 AM,01/20/2024 06:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Soccer-10",,N/A,"11,","25,"
739785,Lawn closure - East 102 Clay Oval,01/20/2024 12:01:00 AM,01/20/2024 01:00:00 AM,Parks Department,Special Event,Manhattan,Central Park: East 102nd St Clay Oval,,N/A,"64,","22,"
739792,Lawn closure - East Green,01/20/2024 12:00:00 AM,01/20/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: East 72nd Street Playground Lawns,,N/A,"8,","19,"
740844,Soccer - Non Regulation,01/20/2024 08:00:00 AM,01/20/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
742932,Soccer - Non Regulation,01/19/2024 04:00:00 PM,01/19/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Forest Park: Soccer-01,,N/A,"82,","102,"
724725,Soccer - Non Regulation,01/20/2024 08:00:00 AM,01/20/2024 06:00:00 PM,Parks Department,Sport - Youth,Staten Island,Markham Playground: Multi Purpose Play Area-01,,N/A,"01,","120,"
693864,Community Time,01/20/2024 08:00:00 AM,01/20/2024 08:00:00 PM,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Maria Hernandez Park-Softball-01,,N/A,"04,","83,"
739345,aftercare,01/19/2024 03:00:00 PM,01/19/2024 05:00:00 PM,Parks Department,Special Event,Staten Island,"Naples Playground: Basketball-01 ,Naples Playground: Basketball-02 ,Naples Playground: Handball-01 ,Naples Playground: Handball-03 ,Naples Playground: Handball-02 ,Naples Playground: Handball-04",,N/A,"02,","122,"
752437,Locals Surf School,01/20/2024 08:00:00 AM,01/20/2024 02:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach,,N/A,"14,","100,"
751010,Soccer -Regulation,01/20/2024 08:00:00 AM,01/20/2024 11:00:00 AM,Parks Department,Sport - Youth,Brooklyn,Red Hook Recreation Area: Soccer-05 HS,,N/A,"06,","76,"
743370,Soccer -Regulation,01/20/2024 08:00:00 AM,01/20/2024 05:00:00 PM,Parks Department,Sport - Youth,Bronx,"Williamsbridge Oval: Soccer-01 ,Van Cortlandt Park: Stadium-Soccer-08",,N/A,"07, 26,","50, 52,"
679798,Landscape closed for season,01/20/2024 12:00:00 AM,01/20/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dana Discovery Center Lawn,,N/A,"64,","22,"
745573,NYRR Open Run at Astoria Park,01/20/2024 09:00:00 AM,01/20/2024 10:00:00 AM,Parks Department,Special Event,Queens,Astoria Park: Astoria Park Event Area,,N/A,"01,","114,"
749115,Football - Youth,01/20/2024 09:00:00 AM,01/20/2024 05:00:00 PM,Parks Department,Sport - Adult,Manhattan,"East River Park: Soccer-03 Houston St & FDR  ,East River Park: Soccer-01 East 6th Street",,N/A,"03,","9,"
744280,Football - Youth,01/23/2024 03:30:00 PM,01/23/2024 05:00:00 PM,Parks Department,Sport - Youth,Manhattan,Marx Brothers Playground: Soccer-01,,N/A,"11,","23,"
753067,Engagement Party for Billy Smith and Stefan Ringel,05/04/2024 05:00:00 PM,05/04/2024 07:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Grecian Shelter/Peristyle Lawn West,,N/A,"55,","78,"
739793,Lawn closure - Cherry Hill,01/24/2024 12:00:00 AM,01/24/2024 01:00:00 AM,Parks Department,Special Event,Manhattan,"Central Park: Cherry Hill ,Central Park: Wagner Cove",,N/A,"64,","22,"
752603,Miscellaneous,06/14/2024 09:00:00 AM,06/14/2024 01:00:00 PM,Parks Department,Special Event,Queens,"Alley Pond Park: Upper Alley BBQ Area Orange   ,Alley Pond Park: Upper Alley BBQ Area Green ,Alley Pond Park: Upper Alley BBQ Area Yellow",,N/A,"11,","111,"
750957,Celebration,03/21/2024 09:00:00 AM,03/21/2024 10:00:00 AM,Parks Department,Special Event,Manhattan,Madison Square Park: Sol Lewitt / 25th St Lawn South,,N/A,"5,","13,"
752598,Miscellaneous,06/12/2024 09:00:00 AM,06/12/2024 01:00:00 PM,Parks Department,Special Event,Queens,"Alley Pond Park: Upper Alley BBQ Area Orange   ,Alley Pond Park: Upper Alley BBQ Area Yellow ,Alley Pond Park: Upper Alley BBQ Area Green",,N/A,"11,","111,"
752447,Celebration,06/21/2024 10:00:00 AM,06/21/2024 12:00:00 PM,Parks Department,Special Event,Queens,Forest Park: Bandshell and Seating,,N/A,"82,","102,"
752600,Miscellaneous,06/13/2024 09:00:00 AM,06/13/2024 01:00:00 PM,Parks Department,Special Event,Queens,"Alley Pond Park: Upper Alley BBQ Area Orange   ,Alley Pond Park: Upper Alley BBQ Area Yellow ,Alley Pond Park: Upper Alley BBQ Area Green",,N/A,"11,","111,"
752595,Miscellaneous,06/10/2024 09:00:00 AM,06/10/2024 01:00:00 PM,Parks Department,Special Event,Queens,"Alley Pond Park: Upper Alley BBQ Area Orange   ,Alley Pond Park: Upper Alley BBQ Area Yellow ,Alley Pond Park: Upper Alley BBQ Area Green",,N/A,"11,","111,"
740089,Rockaway Beach House Music festival,07/07/2024 02:00:00 PM,07/07/2024 08:00:00 PM,Parks Department,Special Event,Queens,Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space,,N/A,"14,","101,"
738513,Dancing by the beach,08/24/2024 01:00:00 PM,08/24/2024 09:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
752704,Celebration,06/20/2024 07:00:00 AM,06/20/2024 02:00:00 PM,Parks Department,Special Event,Queens,Forest Park: Bandshell and Seating,,N/A,"82,","102,"
743841,Dad Bod 5K and 10K,06/16/2024 08:30:00 AM,06/16/2024 10:00:00 AM,Parks Department,Special Event,Queens,Rockaway Beach Boardwalk: Beach 108th Street,,N/A,"14,","100,"
679780,Lawn closed for season,01/20/2024 12:00:00 AM,01/20/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Lawn North of Levin Playground,,N/A,"64,","22,"
743188,Soccer - Non Regulation,01/19/2024 06:00:00 PM,01/19/2024 08:00:00 PM,Parks Department,Sport - Adult,Brooklyn,McCarren Park: Soccer-01,,N/A,"01,","94,"
745510,Soccer - Non Regulation,01/20/2024 09:00:00 AM,01/20/2024 12:00:00 PM,Parks Department,Sport - Adult,Brooklyn,P.O. Reinaldo Salgado Playground (PS 309): Football-01,,N/A,"03,","81,"
751965,Outdoor Learning,01/24/2024 07:00:00 AM,01/24/2024 03:00:00 PM,Parks Department,Special Event,Queens,Hinton Park: Hinton Park,,N/A,"3,","115,"
739849,Lawn closure - North Reservoir. Lawn,01/24/2024 12:01:00 AM,01/24/2024 01:00:00 AM,Parks Department,Special Event,Manhattan,"Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C",,N/A,"64,","22,"
747994,Softball - Adults,01/24/2024 08:00:00 AM,01/24/2024 03:30:00 PM,Parks Department,Sport - Youth,Bronx,Seton Park: Softball-02,,N/A,"08,","50,"
746698,Soccer -Regulation,01/24/2024 08:00:00 AM,01/24/2024 09:00:00 AM,Parks Department,Sport - Adult,Manhattan,Riverside Park: 107th/108th St-Soccer-01 E,,N/A,"07,","24,"
745021,Miscellaneous,01/24/2024 09:00:00 AM,01/24/2024 10:00:00 PM,Parks Department,Sport - Youth,Staten Island,Gen. Douglas MacArthur Park: Multi-Use Field-01,,N/A,"2,","122,"
739842,Lawn closure - Cedar Hill Bowl,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cedar Hill,,N/A,"64,","22,"
742222,Soccer -Regulation,01/23/2024 05:00:00 PM,01/23/2024 07:30:00 PM,Parks Department,Sport - Youth,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
745674,Soccer - Non Regulation,01/23/2024 04:00:00 PM,01/23/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,P.O. Reinaldo Salgado Playground (PS 309): Football-01,,N/A,"03,","81,"
752437,Locals Surf School,01/24/2024 08:00:00 AM,01/24/2024 02:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach,,N/A,"14,","100,"
745022,Soccer -Regulation,01/24/2024 10:00:00 AM,01/24/2024 02:00:00 PM,Parks Department,Sport - Adult,Manhattan,Riverside Park: 107th/108th St-Soccer-01 E,,N/A,"07,","24,"
745208,Miscellaneous,01/25/2024 06:00:00 PM,01/25/2024 09:00:00 PM,Parks Department,Sport - Youth,Staten Island,Fairview Park: Multi-Purpose Field-01,,N/A,"3,","123,"
742223,Soccer -Regulation,01/25/2024 12:00:00 PM,01/25/2024 09:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Sunken Garden Fields-Soccer-90",,N/A,"11,","25,"
740579,Lawn closures - Dana Lawn,01/26/2024 12:00:00 AM,01/26/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dana Discovery Center Lawn,,N/A,"64,","22,"
741459,Soccer - Non Regulation,01/25/2024 06:00:00 PM,01/25/2024 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,McCarren Park: Soccer-01,,N/A,"01,","94,"
679806,Landscape closed for season date,01/26/2024 12:00:00 AM,01/26/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cedar Hill,,N/A,"64,","22,"
748230,Soccer - Non Regulation,01/25/2024 03:30:00 PM,01/25/2024 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Crotona Park: Soccer-01,,N/A,"03,","42,"
740972,Lawn closed for the season-Harlem Meer picnic,01/26/2024 12:00:00 AM,01/26/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Harlem Meer Picnic Area,,N/A,"64,","22,"
745144,Soccer - Non Regulation,01/25/2024 04:00:00 PM,01/25/2024 07:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Soccer-10",,N/A,"11,","25,"
741930,Soccer - Non Regulation,01/25/2024 04:00:00 PM,01/25/2024 06:00:00 PM,Parks Department,Sport - Youth,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
745803,NYRR Open Run at Flushing Meadows-Corona Park,01/25/2024 06:00:00 PM,01/25/2024 09:00:00 PM,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Flushing Meadows Corona Park,,N/A,"3, 4, 6, 7, 8,","110,"
742969,NSLA Field Day,06/21/2024 09:00:00 AM,06/21/2024 01:00:00 PM,Parks Department,Special Event,Bronx,"Van Cortlandt Park: Parade Ground-Soccer-03   ,Van Cortlandt Park: Parade Ground-Soccer-04",,N/A,"26,","50,"
743432,Prep for Prep Alumni Family Picnic,07/27/2024 12:00:00 PM,07/27/2024 05:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: CONCERT GROVE PAVILION,,N/A,"55,","78,"
748335,Celebration,07/07/2024 02:00:00 PM,07/07/2024 05:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 32nd Street,,N/A,"14,","101,"
740088,House Music,06/02/2024 02:00:00 PM,06/02/2024 08:00:00 PM,Parks Department,Special Event,Queens,Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space,,N/A,"14,","101,"
739891,Party,06/22/2024 11:00:00 AM,06/22/2024 07:00:00 PM,Parks Department,Special Event,Queens,Beach 17 Playground (O'Donohue Park): BBQ Area Yellow,,N/A,"14,","101,"
748353,I LOVE Music,06/22/2024 02:00:00 PM,06/22/2024 06:00:00 PM,Parks Department,Special Event,Queens,Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space,,N/A,"14,","101,"
744816,Football Ã¢â¬â Flag Football,01/21/2024 09:00:00 AM,01/21/2024 05:00:00 PM,Parks Department,Sport - Youth,Staten Island,Bloomingdale Park: Soccer-01,,N/A,"03,","123,"
741650,Soccer - Non Regulation,01/20/2024 02:00:00 PM,01/20/2024 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Harlem River Park: Football/Soccer-01 ,Highbridge Park: Soccer-01 ,Wagner Playground: Soccer-01 ,Sara D. Roosevelt Park: Canal Street Mini Field-Soccer-01",,N/A,"03, 11, 12,","25, 33, 5,"
749245,Soccer - Non Regulation,01/20/2024 01:00:00 PM,01/20/2024 04:00:00 PM,Parks Department,Sport - Youth,Queens,Forest Park: Soccer-01,,N/A,"82,","102,"
741587,Soccer -Regulation,01/21/2024 08:00:00 AM,01/21/2024 02:30:00 PM,Parks Department,Sport - Adult,Queens,Addabbo Park: Pals Oval-Soccer-01,,N/A,"10,","106,"
752070,Forest Hills Greenmarket Sunday,01/21/2024 06:00:00 AM,01/21/2024 06:00:00 PM,Street Activity Permit Office,Farmers Market,Queens,QUEENS BOULEVARD between 70 AVENUE and 69 ROAD,Both,Sidewalk and Curb Lane Closure,"12, 6, 8, 9,","102, 103, 107, 112,"
742535,Soccer - Non Regulation,01/20/2024 12:00:00 PM,01/20/2024 01:00:00 PM,Parks Department,Sport - Adult,Manhattan,James J Walker Park: Soccer-01,,N/A,"2,","6,"
679803,Lawn closed for season,01/21/2024 12:00:00 AM,01/21/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Great Hill Oval,,N/A,"64,","22,"
746185,Lacrosse,01/21/2024 09:30:00 AM,01/21/2024 12:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Red Hook Recreation Area: Soccer-02,,N/A,"6,","76,"
746612,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 04:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Bill Brown Playground: Soccer-01,,N/A,"15,","61,"
741170,Soccer -Regulation,01/20/2024 12:00:00 PM,01/20/2024 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Van Cortlandt Park: Stadium-Soccer-08,,N/A,"26,","50,"
741134,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 12:00:00 PM,Parks Department,Sport - Adult,Manhattan,Frederick Douglass Playground: Soccer-01,,N/A,"07,","24,"
753404,PS 335 Field Day,06/04/2024 09:30:00 AM,06/04/2024 01:00:00 PM,Parks Department,Special Event,Brooklyn,"Marine Park: Softball-01   ,Marine Park: Softball-02 ,Marine Park: Softball-03 ,Marine Park: Softball-04",,N/A,"18,","63,"
751836,Soccer - Non Regulation,01/20/2024 12:00:00 PM,01/20/2024 02:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Newtown Barge Playground: Soccer -02  ( 8 y/o and younger only),,N/A,"1,","94,"
679798,Landscape closed for season,01/21/2024 12:00:00 AM,01/21/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dana Discovery Center Lawn,,N/A,"64,","22,"
753528,RIPA Events,01/21/2024 06:00:00 AM,01/21/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Randall's Island Park: Soccer-10,,N/A,"11,","25,"
745845,Soccer - Non Regulation,01/21/2024 07:00:00 AM,01/21/2024 09:00:00 AM,Parks Department,Sport - Adult,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
745900,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 08:00:00 PM,Parks Department,Sport - Youth,Bronx,Soundview Park: Soccer-01,,N/A,"09,","43,"
745109,Soccer - Non Regulation,01/21/2024 09:00:00 AM,01/21/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Joseph Austin Playground: Soccer-01,,N/A,"08,","107,"
679808,Landscape closed for season date,01/21/2024 12:00:00 AM,01/21/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: East 72nd Street Playground Lawns,,N/A,"8,","19,"
753075,Football - Youth,01/20/2024 10:30:00 AM,01/20/2024 12:30:00 PM,Parks Department,Sport - Adult,Brooklyn,St. John's Park: Buddy Keaton-Soccer-01,,N/A,"08,","77,"
750268,Soccer - Non Regulation,01/20/2024 02:00:00 PM,01/20/2024 04:30:00 PM,Parks Department,Sport - Youth,Bronx,P.O. Serrano Playground: Soccer-01,,N/A,"09,","43,"
743594,2024 NO AMPLFIED SOUND,01/21/2024 08:00:00 AM,01/21/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell,,N/A,"3,","9,"
740586,Lawn Closure - Greywacke Lawn,01/21/2024 12:01:00 AM,01/21/2024 01:00:00 AM,Parks Department,Special Event,Manhattan,Central Park: Graywacke Arch Lawn,,N/A,"64,","22,"
744925,Soccer - Non Regulation,01/21/2024 10:00:00 AM,01/21/2024 03:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Red Hook Recreation Area: Soccer-04 HS ,Red Hook Recreation Area: Soccer-05 HS",,N/A,"06,","76,"
739795,Lawn closure - North of Levin Playground Lawn,01/21/2024 12:00:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Lawn North of Levin Playground,,N/A,"64,","22,"
739847,Lawn Closure - Mineral Springs,01/21/2024 12:00:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Mineral Springs,,N/A,"64,","22,"
747911,Football - Youth,01/20/2024 11:00:00 AM,01/20/2024 02:00:00 PM,Parks Department,Sport - Youth,Manhattan,East River Park: Soccer-03 Houston St & FDR,,N/A,"03,","9,"
752378,Soccer - Non Regulation,01/21/2024 09:00:00 AM,01/21/2024 11:00:00 AM,Parks Department,Sport - Adult,Queens,Flushing Meadows Corona Park: Soccer-01,,N/A,"81,","110,"
740897,Football - Adults,01/21/2024 08:30:00 AM,01/21/2024 10:00:00 PM,Parks Department,Sport - Adult,Staten Island,Gen. Douglas MacArthur Park: Multi-Use Field-01,,N/A,"2,","122,"
739687,Lawn Closure East Meadow,01/21/2024 12:01:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,"Central Park: East Meadow ,Central Park: East Meadow North Lawn ,Central Park: East Meadow Picnic Zone ,Central Park: Lawn Outside Bendheim Playground",,N/A,"64,","22,"
739842,Lawn closure - Cedar Hill Bowl,01/21/2024 12:00:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cedar Hill,,N/A,"64,","22,"
738561,PLAYING MUSIC,08/03/2024 03:00:00 PM,08/03/2024 09:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
740140,Rockaway Beach House Music festival,07/26/2024 02:00:00 PM,07/26/2024 09:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
740091,Rockaway Beach House Music festival,08/03/2024 02:00:00 PM,08/03/2024 08:00:00 PM,Parks Department,Special Event,Queens,Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space,,N/A,"14,","101,"
743370,Soccer -Regulation,01/21/2024 08:00:00 AM,01/21/2024 05:00:00 PM,Parks Department,Sport - Youth,Bronx,"Williamsbridge Oval: Soccer-01 ,Van Cortlandt Park: Stadium-Soccer-08",,N/A,"07, 26,","50, 52,"
744629,Soccer - Non Regulation,01/20/2024 01:00:00 PM,01/20/2024 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,James J Walker Park: Soccer-01,,N/A,"2,","6,"
741118,Soccer - Non Regulation,01/21/2024 10:00:00 AM,01/21/2024 12:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bill Brown Playground: Soccer-01,,N/A,"15,","61,"
752064,Cortelyou Greenmarket Sunday,01/21/2024 06:00:00 AM,01/21/2024 06:00:00 PM,Street Activity Permit Office,Farmers Market,Brooklyn,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD,North,Sidewalk and Curb Lane Closure,"14,","70,"
739850,Lawn closure - Lawn behind the MET,01/21/2024 12:00:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Lawn Behind the Met Museum,,N/A,"64,","22,"
744986,Hockey,01/20/2024 12:00:00 PM,01/20/2024 06:00:00 PM,Parks Department,Sport - Youth,Queens,Juniper Valley Park: Hockey-01,,N/A,"05,","104,"
751412,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 09:00:00 AM,Parks Department,Sport - Adult,Queens,Flushing Meadows Corona Park: Soccer-07,,N/A,"81,","110,"
748626,Soccer - Non Regulation,01/20/2024 06:00:00 PM,01/20/2024 09:00:00 PM,Parks Department,Sport - Youth,Bronx,Crotona Park: Soccer-02,,N/A,"3,","42,"
742472,Soccer - Non Regulation,01/21/2024 09:00:00 AM,01/21/2024 01:00:00 PM,Parks Department,Sport - Youth,Manhattan,Riverside Park: 101st St-Soccer-04 C,,N/A,"07,","24,"
740578,Lawn Closure - Diary Lawn,01/21/2024 12:00:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dairy Lawn,,N/A,"64,","22,"
752437,Locals Surf School,01/21/2024 08:00:00 AM,01/21/2024 02:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach,,N/A,"14,","100,"
741665,Lawn closure - Dene Lawn,01/21/2024 12:00:00 AM,01/21/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
740810,Soccer - Non Regulation,01/21/2024 09:00:00 AM,01/21/2024 01:00:00 PM,Parks Department,Sport - Youth,Staten Island,Bloomingdale Park: Youth Soccer-01,,N/A,"03,","123,"
744668,Soccer -Regulation,01/20/2024 08:00:00 PM,01/20/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
753097,Soccer - Non Regulation,01/20/2024 08:00:00 PM,01/20/2024 10:30:00 PM,Parks Department,Sport - Youth,Brooklyn,"Sunset Park: Soccer-01B ,Sunset Park: Soccer-01A",,N/A,"07,","72,"
746512,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 10:00:00 AM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
752126,Miscellaneous,05/23/2024 09:00:00 AM,05/23/2024 02:00:00 PM,Parks Department,Special Event,Brooklyn,"Sunset Park: Soccer-01A   ,Sunset Park: Soccer-01B",,N/A,"07,","72,"
748778,Miscellaneous,07/30/2024 12:00:00 PM,07/30/2024 01:00:00 PM,Parks Department,Special Event,Queens,Alley Pond Park: Parking Lot 01 - Springfield,,N/A,"11,","111,"
751694,Jackson Heights Greenmarket Sunday,01/21/2024 06:00:00 AM,01/21/2024 05:00:00 PM,Street Activity Permit Office,Farmers Market,Queens,79 STREET between NORTHERN BOULEVARD and 34 AVENUE,Both,Sidewalk and Curb Lane Closure,"3,","115,"
740831,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 06:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Soccer-10",,N/A,"11,","25,"
